群組類別,主類別,名稱,名稱(英文),代表圖像,簡介,簡介(英文),類別,級別,郵遞區號,縣市,地址,經度,緯度,開放時間,開放時間(英文),休館日,休館日(英文),票價,票價(英文),聯絡人,聯絡人(英文),電話,傳真,email,FACEBOOK,網站,如何到達,如何到達(英文),公告日期,公告日期(英文),所屬主管機關,所屬主管機關(英文),來源網址,創建年代,創建年代(西元),作者,作者(英文),尺寸,尺寸(英文),材質,材質(英文),mainTypePK,點閱數
獨立書店,獨立書店,鹿途中旅遊書店,,,是一間專為旅人設計的書店，提供各式旅遊書籍的買賣，也有代客訂書的服務。店內常會舉辦旅人的分享會，讓遠地歸來的故事從一個人傳遞給另一個人，然後繼續遠行。提供咖啡、茶品等，將舒適的空間留給旅人交流心得。,,,,110,臺北市 信義區,嘉興街28號,,,週一：15:00 - 21:00；週二至週五：11:00 - 21:00；週六：11:00 - 18:00，週日公休,,,,,,,,886-2-27207532,,deardeer110517@yahoo.com,鹿途中旅遊書店,http://deardeer.strikingly.com/,可搭北市公車1、1503、207、284、292、611、650及950至「吳興街口」站下車。捷運：台北101/世貿,,,,,,,,,,,,,,,88,70
獨立書店,獨立書店,Bookstore 1920s,,,Bookstore 1920s 位在臺北大稻埕，店內書籍以臺灣地方文史為多，也有介紹1920年代的書籍。Bookstore 1920s隸屬小藝埕一隅，往上走，二樓有咖啡座，三樓是劇場；也經常舉辦講座、音樂表演等活動，每年固定舉辦1920時代變裝遊行。經營團隊積極活化利用迪化街上的古老建築，與當地商家合作，希望重現大稻埕的往日風華。,,,,103,臺北市 大同區,迪化街一段34號,,,週一-週日：9:30 - 19:00,,,,,,,,886-2-25562520,,ask@artyard.tw,Bookstore 1920s,http://www.artyard.tw,可搭北市公車250、302、304（重慶）、757及紅25至「延平一站（南京）」站下車。,,,,,,,,,,,,,,,89,31
獨立書店,獨立書店,雅痞書店,,,雅痞書店是一個複合著電影、音樂、餐飲、藝術展覽等功能的書店空間。店裡不時會更動擺設，讓空間因著藝術化、生活化的衝突而擁有更多的可能性與包容性。,,,,106,臺北市 大安區,四維路154巷7號1樓,,,11:00 ~ 21:00，每周一、二店休,,,,,,,,886-2-27846219,,yuppybook@gmail.com,https://www.facebook.com/ArtReadingCafe/,http://www.yup.com.tw/,可搭北市公車278、285、294、52、556、902、905或敦化幹線至「成功國宅」站下車。,,,,,,,,,,,,,,,90,18
獨立書店,獨立書店,偵探書屋,,,偵探書屋是全臺灣第一家偵探小說的專門店，除了中文偵探小說以外，英、美、日的偵探類型故事也都相當齊全。各種類型小說如諜戰、玄秘、驚悚、歷史及推理小說亦繽紛多元。書店會舉辦不定期的作家分享，並售有茶飲。,,,,103,臺北市 大同區,南京西路262巷11號1樓,,,周二~周六 14:00~21:00；周日 11:00~18:00,,,,,,,,886-2-25597776,,murderinkbooks@gmail.com,偵探書屋 Murder Ink,http://murderink.tw/,可搭北市公車12、1501、1505、2、215、282、288、304（重慶）、306、46、52、622、711、棕9及紅25至「圓環（南京）」站下車。,,,,,,,,,,,,,,,91,55
獨立書店,獨立書店,心波力幸福書房,,,心波力幸福書房的負責人是位詩人，也是說故事訓練師，因而店內陳列許多童書、繪本與心靈成長的書籍，也有二手繪本的販售。定期舉辦文學、心靈開導講座，並開設課程教導說故事的技巧，亦有提供餐飲消費。,,,,251,新北市 淡水區(淡水鎮),重建街28號,121.43847,25.175579,週三至週日：14:00－19:00,,,,,,,,886-2-26257956,,newpoly20130728@gmail.com,心波力.幸福書房,http://newpoly.pixnet.net/blog,捷運「淡水」站，或可搭新北市公車1505、757至「重建街口」站下車。,,,,,,,,,,,,,,,92,41
獨立書店,獨立書店,書店,,,店主原是在網路上經營二手書拍賣，透過文化部書店圓夢計劃而在板橋地區開設了實體書店。目前店內主要販售二手書，另還兼營餐飲及雜貨販售，並不時舉辦講座、音樂、展覽等活動，以藝文活絡空間。對店主來說，書店是個與人互動的空間，也因於人的互動，讓書店的存在更有價值。,,,,220,新北市 板橋區(板橋市),大觀路一段29巷81號,,,週一至週日：11:30 - 20:00,,,,,,,,886-2-29671203,,bankfpallen@gmail.com,書店,http://www.ccbook.tw,可搭新北市公車234至「大觀國小」站下車。,,,,,,,,,,,,,,,93,39
獨立書店,獨立書店,綠書店,,,綠書店店主人夫婦自教職退休後，將五十年來累積的上萬本藏書用來開設這家二手書店。店內蘊藏著大量的科普類、命理、科幻、文學等類書籍，多為老闆常年來收藏的私房書，溫馨的閱讀空間處處有著綠能科學元素的小驚喜。每月不時舉辦各類型生活藝文講座、說故事、綠能體驗與手作活動，期許成為社區分享閱讀、幸福與生活的小角落。,,,,234,新北市 永和區(永和市),中正路151巷8弄18號1樓,,,周一周二公休，周三至周日13:00-20:00,,,,,,,,886-2-89422896,,greenbookstore.tw@gmail.com,綠書店 Green Bookstore,http://greenbookstore.pixnet.net/blog,可搭新北市公車1505、208、214、227、262、311及670至「得和路口」站下車。,,,,,,,,,,,,,,,94,54
獨立書店,獨立書店,書房味道,,,書房味道位於林口，除了二手書、珍本、古舊書販賣外，也同時販售店主從日本帶回來的手感雜貨、陶瓷茶具等。空間陳設簡單明亮，加上店主人對茶的認識專研，讓書房的點單上多了分特別的味道。書店同時以網路經營，可從中瀏覽販售資訊。,,,,24445,新北市 林口區(林口鄉),中正路356號,,,週三至週日：14:00 - 21:00,,,,,,,,886-2-86014370,,abookroom@gmail.com,書房味道 /abookroom,http://www.douban.com/people/abookroom/,"台北車站：西站1210往林口,""松柏蘆""站下。往竹林路,中正路左轉。市政府/松山機場/行天宮：搭1211到林口,竹林路仁愛路口下(摩斯漢堡)。往回走,中正路左轉。板橋車站,捷運新埔站：板橋公車站搭920,到林口""松柏蘆""下車往竹林路,中正路左轉。圓山站：搭936,林口""頭湖路口"",下車往前走,竹林路右轉,中正路再右轉",,,,,,,,,,,,,,,95,35
獨立書店,獨立書店,小兔子書坊,,,小兔子書坊位於平鎮，以童書為主要經營方向，中、外文繪本在店內也有許多選擇。每周固定會有親子繪本共讀，也時常以家庭關係為主題舉辦演講，在社區之中營造一處溫馨的空間。,,,,324,桃園市 平鎮區,民族路二段193巷15弄61號,,,週二至週五：09:30~18:00；週六：13:00~17:30；週日、週一：公休,,,,,,,,886-3-2811931,,bunnybook2011@gmail.com,小兔子書坊x綠兔子小舖,http://bunnybook.pixnet.net/blog,可搭中壢客運131、133至「佑民醫院」站下車。,,,,,,,,,,,,,,,96,53
獨立書店,獨立書店,晴耕雨讀小書院,,,位在平鎮離龍潭不遠處，地點是農田間的一排小巧木屋，門口有整理得相當舒適的一大片草坪。以生活風格為主題，店內書架皆親手打造，書籍以人文生活類二手書為主，也有一些店主親挑的同類新書。特別設置獨立刊物區，希望讓各個小地方的聲音聽見彼此。除了書，也提供有簡單茶點。,,,,324,桃園市 平鎮區,福龍路一段560巷12號,,,週三至週五：10:30 - 19:30；週六：10:00 - 20:00；週日：10:00 - 19:30；週一至周二公休,,,,,,,,886-3-4506377,,rachel8917014@gmail.com,晴耕雨讀小書院,http://neoq006.pixnet.net/blog,備停車場，建議開車前往，或可搭新竹客運5646至「山峰」站下車。,,,,,,,,,,,,,,,97,41
獨立書店,獨立書店,瓦當人文書屋,,,瓦當人文書屋的店主人原在出版社與媒體任職，之後夫妻二人回到竹東夫家，開設了這家二手書店。店裡書雖不多但都經過店主人的挑選；而開書店的原因則來自先生希望在生長的竹東小鎮留下一間街角書店，以重建社區生活型態，讓居民們能待下來和書籍、和人相處。店內不時舉辦討論會，以及和作家的見面會等活動。,,,,310,新竹縣 竹東鎮,大林路104號,,,週三至週日：13:00-20:00，週一至週二公休。,,,,,,,,0912-279505,,ahwa0827@hotmail.com,https://www.facebook.com/wadambooks/,http://wadambooks.blogspot.tw/,可搭新竹客運5609、5610、5626及5627至「玻璃廠前」站下車。,,,,,,,,,,,,,,,98,26
獨立書店,獨立書店,荒野夢二,,,荒野夢二是臺北布拉格書店的南遷，目前店內除販售二手書外，也有老闆娘特選的日系雜貨。以雜貨店自稱的荒野夢二，夫妻倆特地前往京都的惠文社書店取經，希望把有溫度有對話的閱讀空間帶回社區，讓書店成為居民的資訊中心，以及買書、訂書的便利站。,,,,330,桃園市 桃園區,中正二街 28 號,,,週一至週日13:00 - 20:00(不定休),,,,,,,,886-3-3379396,,miserneo@gmail.com,荒野夢二,http://aranoyumeji.blogspot.tw/,可搭桃園客運117、151及152至「中正商業大樓」站下車。,,,,,,,,,,,,,,,99,24
獨立書店,獨立書店,石店子69有機書店,,,石店子69有機書店以早年地址命名，進駐關西當地老街百年古厝的石店子69有機書店，店裡以二手書為主，鼓勵讀者以書換書。雖是老街新面孔，店主已經籌辦許多老街市集、閱讀分享、手工藝課程與藝文展演等活動，與社區居民協力，重新打造關西小鎮。,,,,306,新竹縣 關西鎮,中正路69號,,,週一至週日：10:00 - 19:00,,,,,,,,886-921-743789,,benlutw762402@gmail.com,石店子69有機書店,http://69bookstore-com.webnode.tw/,可搭新竹客運5634、5637、5638及5639至「石爺」站下車。,,,,,,,,,,,,,,,100,203
獨立書店,獨立書店,羅布森書蟲房,,,羅布森書蟲房選在烏日鄉間，是一間以生活美學、攝影和休閒文化為主題的書店。店內所有書架和桌椅皆可移動，轉換成可容納40餘人的講堂，用以舉辦文化、藝術、深度旅遊等各類講座。店內也提供餐飲服務。,,,,41491,臺中市 烏日區(烏日鄉),溪岸路8之3號,,,週三至週五：13:00~18:00；週六、日：10:00~18:00,,,,,,,,886-4-92526611,,books@lobsang.com.tw,羅布森書蟲房,http://books.lobsang.com.tw/,汽車： 中二高 > 草屯交流道下 > 台14往芬園方向 > 第五個紅綠燈（約1.1公里）右轉 > 約行走2.5公里羅布森書蟲房（附設停車場) 機車： 中彰or中投的機車道 > 接台14的機車道往芬園方向 > 第五個紅綠燈（約1.1公里）右轉 > 約走2.5公里 > 羅布森書蟲房（停車場）,,,,,,,,,,,,,,,101,38
獨立書店,獨立書店,新手書店,,,新手書店是一間鼓勵新手閱讀的書店。位於臺中勤美誠品的附近，規模不大的新手書店以抽屜當書架，陳列由店主人所挑選的一百本書，讓想學習閱讀的人有一個入門的途徑，不會因茫茫書海而退縮。,,,,403,臺中市 西區,向上北路129號,,,週一至週日：12:00 - 22:00,,,,,,,,886-2301-9749,,bookstoreforbeginners@gmail.com,新手書店,http://bookstoreforbeginners.blogspot.tw,可搭臺中客運27至「英才向上北路口｣站下車。,,,,,,,,,,,,,,,102,164
獨立書店,獨立書店,梓書房,,,梓書房位於臺中市四川路的大樓開放商店區，是一間社區型書店。以二手書籍、雜誌販售為主，也提供茶飲咖啡，和店家自作的點心，讓民眾享受寧靜的閱讀時光。此外，店家還兼差製作紙品印刷、兼賣手作文創。,,,,407,臺中市 西區,福人街89號,120.659241,24.142762,週三至週日：13:00 - 20:00,,,,,,,,,,paperbooks20140718@gmail.com,梓書房,https://www.facebook.com/wearepaperbooks,可搭臺中BRT藍線公車至「頂何厝｣站下車。,,,,,,,,,,,,,,,103,84
獨立書店,獨立書店,想想人文空間 Thinkers' Corner,,,想想Thinkers’ Corner店內有書籍、年輕設計師服飾和本地農產的相關商品，並會舉辦座談、演講等活動。店主規劃了英文、戲劇表演、寫作與閱讀的課程，提供長期教學支援給有需要家教或在家自學需求的社區內學生，另一方面也將以工作坊和讀書會的模式提供成人學習的資源。將社會運動和社區學習結合，是一個新型社會學習模型的社區據點。,,,,400,臺中市 中區,民權路78號,,,週二-週四:12:00 - 19:30；週五:12:00 - 21:30；週六:12:00 - 19:30；週日:12:00 - 18:30,,,,,,,,886-4-22296346,,,想想人文空間 Thinkers' Corner,,可搭乘臺中市公車1、5、11、21 、27 、32、50及藍2至「民權繼光街口｣站下車。,,,,,,,,,,,,,,,104,370
獨立書店,獨立書店,成功旅社農用書店,,,成功旅社農用書店是以溪州荒棄已久的成功舊旅社作為基地，重新整修，讓老建築不只承載地方的舊回憶。陳列著與地方文史相關的書籍，和在地社會連繫甚深的農業書冊為主。既取名「農用」，店內想當然地隨處放置著各式各樣的溪州當地農產品；結合書籍知識與地方產業，讓生活與文化巧妙的體現在一間書店裏頭。,,,,524,彰化縣 溪州鄉,溪州村復興路50號,,,星期(二)到(日)，9：00-18：00(12：00休息至13：30),,,,,,,,886-4-8891262,,hsichou.worker@gmail.com,成功旅社•農用書店,http://www.water-farmer.com.tw/,可搭員林客運「員林經溪州往二林」路線至「溪州站｣下車。,,,,,,,,,,,,,,,105,22
獨立書店,獨立書店,吾家書店,,,吾家書店位於臺南，已在當地佇立20個年頭。專賣兒童書籍、教材、益智遊戲等，也會舉辦親子讀書會、繪畫班課程，是一間提供小朋友學習的兒童書店。,,,,701,臺南市,崇明路367號,,,週一至週六：9:00 - 20:00；週日：公休,,,,,,,,886-6-2901867,,t2901867@yahoo.com.tw,吾家書店,,可搭臺南市公車3、88、H62、黃6、黃7及黃幹線至「文化中心｣站下車。,,,,,,,,,,,,,,,106,13
獨立書店,獨立書店,曬書店×新營市民學堂,,,曬書店是店主將一間有60多年歷史的貨運行重新整理後，成為當地的民間藝文中心，也是在地雜貨的交易站。一樓就有市集攤位，義賣二手物資、社區土產、六甲咖啡豆等；二樓的空間則提供租借，或由店家舉辦講座，也是二手書、CD、DVD販售的地方。二手書籍的種類有社會人文、藝術、自然生態、文學，和地方文化等，店內有茶飲可供消費。,,,,730,臺南市 新營區(新營市),中山路93-2號2樓,,,週二至週日：13:00 - 21:00,,,,,,,,886-6-6329266,,2booksite@gmail.com,曬書店×新營市民學堂,http://2booksite.blogspot.com/,可搭臺南市公車黃5、黃7、黃7及黃幹線至「三商｣站下車。,,,,,,,,,,,,,,,107,12
獨立書店,獨立書店,鶵鳥藝文空間,,,鶵鳥藝文空間除了書籍販售，也包辦許多講座與活動，海洋保育、生態旅遊、攝影課程到藝術展覽，都只是雛鳥多元經營的一小部份。鳥老闆熱愛賞鳥，定期發行「鳥報」，聊生態聊藝術聊社運聊這座島嶼大小事。走訪雛鳥，除了看書，別忘記帶上一包內行人才知道的海口人咖啡。,,,,880,澎湖縣 七美鄉,南港村9鄰尖山腳4號,119.428106,23.199298,週一至週日：12:00 - 21:00,,,,,,,,886-918-750429,,juv@drsea.com,鶵鳥藝文空間,http://juvart.pixnet.net/blog,開車：馬公航空站出來往南204甲縣道向右直行→新店路左轉→文山路/新生路/205縣道右轉直行→民生路/203縣道/205縣道右轉→中正路/203縣道左轉。,,,,,,,,,,,,,,,108,69
獨立書店,獨立書店,三餘書店 TaKaoBooks,,,三餘書店是由一群關注高雄文史的社運工作者所創立，蒐集以高雄為主題之書籍與文創商品，成為向外介紹高雄文化創意內涵，對內聚集高雄人文化思維的交流場所。店內除書籍販售外，定期舉辦文學、電影、音樂、展覽、旅行等活動，並以在地專家選書之方式，推薦深度閱讀之書目，分享高雄人的閱讀故事，並做為高雄閱讀社群發動之基地。而由於高雄地區欠缺獨立書店，因此三餘書店成立後，已成為高雄地區重要的人文活動空間。,,,,800,高雄市 新興區,高雄市新興區中正二路214號,,,週一：13:30 - 22:00；週三至週日：13:30 - 22:00,,,,,,,,886-7-2253080,,takaobooks@gmail.com,三餘書店 TaKaoBooks,http://takaobooks.tw/,捷運：於高捷橘線「文化中心｣1號出口，前行50公尺。,,,,,,,,,,,,,,,109,30
獨立書店,獨立書店,小房子書舖,,,小房子書鋪是高雄市蒲公英故事閱讀推廣協會所成立的一家公益兒童書店。店內以繪本為主題，除了販售品外，更收藏有豐富的國內外繪本以供閱讀，也舉辦音樂講座、英文讀書會以及生活講座及各種展覽活動。為書店、圖書館、展覽空間、少兒文學推廣學校四位一體的複合式閱讀公益書店。,,,,802,高雄市 苓雅區,文橫二路115巷15號,,,週三至週日：10:00 - 18:00,,,,,,,,886-7-3380887,,doslakaohsiung@gmail.com,小房子書舖,http://doslakaohsiung.blogspot.tw/,可搭高雄市公車11至「仁智街口｣站下車。,,,,,,,,,,,,,,,110,41
獨立書店,獨立書店,小陶壺書坊,,,小陶壺書坊位在屏東瑪家鄉的原住民文化園區，店主人是瑪家鄉的排灣族人，在這裡開設了Moagaii咖啡館，一旁則設立了小陶壺書店。書店販售臺灣出版的原住民族相關書籍、以及CD、DVD等有聲產品。,,,,903,屏東縣 內埔鄉,隘寮村11鄰中清巷5號,120.636484,22.704213,週二 至週日：8:30-17:00；週一公休,,,,,,,,886-910-812921；886-963-833253,,puraluyan047@yahoo.com.tw,,,開車：國道三號→長治交流道→台24/水源路右轉→沿台24線→忠孝路/沿山公路/185縣道向右轉 →忠孝路二段→自力路直行。,,,,,,,,,,,,,,,112,145
獨立書店,獨立書店,雨果部落書坊,,,雨果部落書坊位於秀林鄉的三棧部落內，外傍三棧溪，是一間以部落文化為特色的書店。店內空間寬敞，書籍以二手書為多，提供簡單飲品消費，店主希望讓書店空間能成為部落的心靈休憩地。,,,,972,花蓮縣 秀林鄉,景美村三棧38之1號,,,建議造訪前先電話聯絡,,,,,,,,886-929-112636,,yajoanlin@gmail.com,雨果部落書坊,,須開車：北部：新店→台9線→通過宜蘭和蘇澳→走新田路橋；新興路/新興路/蘇花公路/台9線→靠右→三棧路/花5鄉道→三棧路直行後右轉(位於右邊) 。南部：沿台11線從臺東到花蓮→台9線(蘇花公路)→走往新城鄉的花5鄉道→靠右→三棧路/花5鄉道→直行至三棧路。,,,,,,,,,,,,,,,114,11
獨立書店,獨立書店,松風閣茶館,,,松風閣位於金門大學旁的小巷內，店主從事教學工作，業餘時結合自身的喜好，將茶道與書店結合，營造人文空間的氣氛。店內以二手書為主，多為文史哲書籍；新書則以金門相關人文史地書籍為主。店內也販售簡餐、飲品。,,,,892,金門縣 金寧鄉,埔邊16號,,,週一至週日：10:00 - 18:00,,,,,,,,886-82-312879,,hotea1971@yahoo.com.tw,松風閣茶館,,開車：金門縣政府往地方法院→民生路經大同之家安養院→松鶴居→直行後右轉往埔後方向→埔後石碑附近、長壽佛桌前可找到指標→左轉直行(位於右邊)。,,,,,,,,,,,,,,,115,10
獨立書店,獨立書店,旅二手概念書店,,,旅二手概念書店的空間是跟宜蘭大學承租空教室而來，主要以二手書籍、CD為主，也設有咖啡、輕食及文創商品。店內二手書以旅行主題為大宗，其他如教科書、原文書、童書、繪本也都有；另有特定的書櫃介紹宜蘭當地作家及獨立出版品。,,,,260,宜蘭縣 宜蘭市,神農路一段1號,,,週一：12:00 - 21:00；週三至週日：12:00 - 21:00；週二公休,,,,,,,,886-3-9362117,,voyagebookstore@gmail.com,旅二手概念書店,http://blog.roodo.com/voyagebookstore,開車：國道5 號(蔣渭水高速公路)宜蘭交流道(38k)下→沿縣191甲直行→縣民大道二段路口右轉直行接嵐峰路→進士路口右轉直行約 500 公尺。(宜蘭大學側門郵局旁)。,,,,,,,,,,,,,,,117,14
獨立書店,獨立書店,刺鳥咖啡獨立書店,,,位在牛角油庫北方的12據點，建議遊客從縣議會後方，沿著石砌步道，首先步行至「16據點」，再往上行走，可步行抵達「12據點」，沿途可瀏覽牛角澳口海景與遠眺北竿列島，是參訪牛角聚落之餘，值得順道一遊的兩座軍事據點。,,,,209,連江縣 南竿鄉,復興村13鄰222號(12據點),,,每日10：00-21：00,,,,,,,,886-933-008125,,,刺鳥咖啡獨立書店粉絲專頁https://www.facebook.com/12cafes/,,到馬祖南竿後，向當地人詢問即可。,,,,,,,,,,,,,,,118,12
獨立書店,獨立書店,櫞椛文庫,,http://cloud.culture.tw/h_upload_ccacloud/cms/image/A0/B0/C0/D27/E193/F711/ecce2b60-b77c-42c2-be6f-1e2754f3efef.JPG,一間隱身於中山區巷弄內的「計時制」私設圖書館。我們由衷地希望來到這裡的人們，都能夠閱讀各種形式的美。,,,,,臺北市 中山區,中山區中山北路一段56巷2之1號2樓,121.524686,25.072631,平日:13:00-21:00 六日 14:00-18:00,,,,,,,,02-25221795,,kulida@gmail.com,,,,,,,,,,,,,,,,,,0,221
獨立書店,獨立書店,大陸書店,,,大陸書店展售中外音樂書籍、鋼琴、小提琴、吉他…等各種樂器的學程教材及樂譜；手作藝術類書籍、期刊－－裁縫、毛線編織、壓花、十字繡、不織布、黏土、刺繡、拼布、串珠…等，更收藏了逸品級的『書道全集』等書法字帖、繪本，每每讓人有『挖寶般』流連忘返的新鮮感。,,,,,臺北市 中正區,衡陽路79號3F,121.510993,25.042337,週一～週日 09:00 ～ 21:00 (除夕至初五休),,,,,,,,886-2-23113914,,talu@talubook.com,https://www.facebook.com/muse.talubook/,https://www.talubook.com/,捷運西門站4號出口,,,,,,,,,,,,,,,121,104
獨立書店,獨立書店,鴻儒堂書局,,,"創立於1936年，專門經營日文書籍及日文雜誌，及各種日語學習教材、台日關係研究書籍等。
 
 同時有日本最新的出版資料供讀者查詢，並可代理訂購。",,,,,臺北市 中正區,台北市博愛路九號五樓502室,121.513756,25.046237,週一～週六：上午 10 : 00 - 下午 18 : 00 止 / 國定假日：上午 11 : 00 - 下午 18 : 00 止 (星期日公休),,,,,,,,02-2311-3810；02-2311-3823,02-2361-2334,,https://zh-tw.facebook.com/hjtbook/,http://www.hjtbook.com.tw,捷運台北車站懷寧街（Z8）出口，星巴克旁溫州大餛飩巷內,,,,,,,,,,,,,,,123,59
獨立書店,獨立書店,艾比露比外文書店,,,"在Ruth 及Johnson所合著的<<The carrot seed>>裡，有個小男孩，某天種下了一顆蘿蔔種子，儘管身旁的每個人都告訴他，蘿蔔不可能長出來，但他還是堅持自己的信念，每天為這顆人人唱衰的蘿蔔澆水、除草、靜靜的等待它長出來。直到有一天，蘿蔔跌破了大家的眼鏡，倏忽之間長得跟大樹一樣高。小男孩歡歡喜喜地將它摘下，推著放著大蘿蔔的推車回家。
 
 
 
 在閱讀風氣不高、削價競爭的台灣要經營個網路/實體小書店，實在很不容易。以推廣親子英文共讀至自行閱讀為己任、專營書籍銷售的我們，就像種蘿蔔的小男孩，儘管外界並不看好，儘管親人屢屢勸退，儘管打折書還是會被比價後要求降價，但我們還是堅信，只要是正確的事，就值得努力去做。我們希望能推廣閱讀，讓孩子能看見世界不同的角落；我們希望推廣閱讀，讓弱勢族群可以被看見；我們希望推廣閱讀，可以讓愛傳出去。因為我們相信，親子共讀能促進親子關係，閱讀能教養出善解人意的孩子，閱讀能使我們善待異己，閱讀能拯救貧窮，閱讀能使世界更美好。
 
 
 
 我們關心孩子、我們關愛女人、我們關懷弱勢。
 
 
 
 這世界總是需要幾個愚公、幾隻精衛，幾個磨鐵杵的武氏，讓孩子們相信，夢想值得被實踐。",,,,,臺北市 松山區,饒河街175號2樓,121.575924,25.050641,已全面發展線上外文書店。門市無固定開放時間，只接受老顧客預約看書。,,,,,,,,02-2747-7808,,無。只使用官網留言版及臉書分絲團私訊。,艾比露比外文書店粉絲團,http://www.abbyrubybooks.com,捷運松山站2號出口，饒河夜市內(只接受老客戶預約時間看書),,,,,,,,,,,,,,,124,84
獨立書店,獨立書店,聯經書房 上海書店,,,"聯經出版公司成立後，為提供更加完善的服務品質，在1979年成立聯經書房的前身──聯經新生門市，並於2012年整合門市資源後改名為聯經書房。走過數十個年頭，聯經書房見證了溫羅汀書店群的發展變化，自身也因應讀者的閱讀習慣求新求變，數度調整店內的櫃位，因此排列方式也以貼近讀者的使用情形為主。
 
 而上海書店則是2005年2月成立，2012年搬遷至新生南路現址，加入簡體書店林立的溫羅汀書店群。上海書店從綜合型轉變成文史類書籍為主的簡體書店，不變的是：堅持在眾多出版品中淘選出值得閱讀的好書。
 
 在聯經書房和上海書店，你可以看到台灣、香港出版的繁體書與中國出版的簡體書並陳，一次搜羅需要的研究材料或喜好，十分便利。
 
 我們也時常在店內籌辦「人文講堂」，廣邀學者、作家與讀者進行深度分享和對話。秉持推廣藝文活動的宗旨，也非常歡迎機關團體向我們租借場地舉辦活動。",,,,,臺北市 大安區,新生南路三段94號1樓、B1,121.533161,25.017524,每天上午11點至晚上10點(除夕至大年初三公休),,,,,,,,02-23620308#201(繁體書業務);#202(簡體書業務),,lkstore2@udngroup.com,https://www.facebook.com/lkshbook,http://www.linkingbooks.com.tw/LNB/index.aspx,離聯經書房最近的捷運站是新店線(綠線)的公館站，從三號出口出來後沿著臺灣大學的圍牆往前走，走到臺大正門後就能看到位於校門斜前方的聯經書房了。,,,,,,,,,,,,,,,125,268
獨立書店,獨立書店,新星巷弄書屋,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D25/E216/F572/48a9f036-cb45-413c-a36f-e07a9f6de550.jpg,"台北－桃園段的台1甲線，行經桃園區復興路、龜山區萬壽路，您總只是路過；「龜山」驛站，您必要但也可以不需要。
 
 位於龜山市區巷弄內的獨立書店，慢慢讓閱讀成為日常；讓藝文資訊交流，聊書同時療舒。
 
 除了二手書、童書繪本，也有店長精選新書、獨立刊物等等，與人們分享閱讀品味；規劃人文講座、說故事活動、讀書會豐富心靈生活，也讓紙本書的溫度暖入人心。
 
 書屋邀您「慢」閱讀，在一方小天地裡遇見最初、最美的自己。",,,,,桃園市 龜山區,明興街61巷8號,,,平日 週二~週五 14﹕30-20﹕00 假日 週六12﹕00-18﹕00,,,,,,,,03-3505065,,smallyun@gmail.com,,,,,,,桃園市,,,,,,,,,,,5ab7aaed6e5e4ed3034a0029,248
獨立書店,獨立書店,方圓書房,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D27/E133/F810/0147db3c-ad0f-4eff-bc1f-26c81cf3e6ac.jpg,,,,,,桃園市 楊梅區,萬大路129巷1號,121.13667,24.924212,每周六 日 10:00~18:00,,,,,,,,03-4821228,,,,,,,,,,,,,,,,,,,,5ab9d8676e5e4ed3034a003e,95
獨立書店,獨立書店,瓦當人文書屋,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D9/E132/F251/719e40a2-7505-49b9-a8ac-af8eca96c535.jpg,"❤交流：走進來的你們，是書店最美的風景。
 
 ❤分享：相契的剎那，世界是多麼美好啊。",,,,,新竹縣 竹東鎮,大林路104號,121.044975,24.774921,週三~日13:00-20:00 週一二公休,,,,,,,,03-5952625／0912-279505,,ahwa0827@hotmail.com,,,,,,,,,,,,,,,,,,5abb63856e5e4ed3034a004b,9
獨立書店,獨立書店,恬野書,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D6/E183/F759/10ea4240-3a20-487b-8077-f922c25cf445.jpg,恬野書是一間以環境土地、身心靈以及社會人文為主題的獨立書店，除了選書、講座相應以上主題之外，裝潢時有不少「環境友善」的實踐，包括：複層玻璃、隔熱材、雨水蒐集、天然塗料、舊物再利用、FSC認證的台灣層板；日常營運亦以「環境友善」為目標：使用再生衛生紙、「袋袋相傳」、低衝擊清潔劑以及供應成分天然單純的點心/飲料，並販售玻璃與不鏽鋼吸管、布衛生棉、再生紙筆記本。,,,,,臺北市 大安區,信義路二段32號,121.542957,25.034544,星期二-星期六，12:00-7:00pm（每月可能稍有不同，以粉絲頁公告為主）,,,,,,,,958873015,,joywildbook@gmail.com,,,,,,,,,,,,,,,,,,5ac74df4aaa36011b2e93c93,25
獨立書店,獨立書店,STAY旅人書店,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D10/E151/F623/7f927058-f241-40c9-ae99-ed6cae34d2cf.jpg,,,,,,宜蘭縣 宜蘭市,碧霞街14號,,,THU-MON.11:00-18:00,,,,,,,,39325957,,jay049@gmail.com,,,,,,,STAY旅人書店,,,,,,,,,,,5acc63116e5e541f9d5c55a7,58
獨立書店,獨立書店,孩好書屋,,,,,,,,花蓮縣,花蓮市民權路37-1號,121.60157,23.98716,周四~周一 11：00-19：00 周二、周三公休,,,,,,,,910951113,,goodforkid2016@gmail.com,,,,,,,,,,,,,,,,,,5acc7e576e5e541f9d5c55b0,13
